Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Clubhouse,Stove,Fridge,Sauna,Low Floor,Jacuzzi,Steam Room,Tennis Court,Oven,Parking,Security,Balcony,Aircon,Closet,TV,Greenery View,Swimming Pool,Wading Pool,Playground,Fitness Corner,Washer,Gym,BBQ","1,055 sqft (built up)","Beautiful and spacious 2-bedder unit at River Place for rent!  Very near to Fort Canning MRT, Clarke Quay MRT and Chinatown MRT.  Fully furnished; just bring in your luggage!

Rare river view at the edge of Chinatown, not found elsewhere.  2 mins walk to Central Mall.  Near to Fort Canning Park.  A place where eateries, leisure and entertainment options abound.  A short drive to Orchard area & CBD. 

Call me for exclusive viewing of multiple units in the project/area. Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D03,,,,Partially Furnished,,Flexible,River Place,2 Baths,2 Beds,,S$3.98 psf,"S$4,200/mo",https://www.99.co/singapore/rent/property/river-place-condo-AiGMEjDJDQFYka4c42uQCR
"Renovated,Gym,Fridge,Sauna,Swimming Pool,Jacuzzi,Playground,Parking,Washer,BBQ","1,381 sqft (built up)","Cavenagh Lodge For Rent

quiet ambience
near ACS School 
newton circle / newton mrt
huge master room 
spacious living and dining area
expat's choice 

Call 8328 7888 for viewing appointment

Welcome enquiries from sellers, buyers, investors, tenants for your property needs in Singapore",D09,,,,Partially Furnished,,24 months,Cavenagh Lodge,3 Baths,3 Beds,,S$3.26 psf,"S$4,500/mo",https://www.99.co/singapore/rent/property/cavenagh-lodge-condo-rRjAsNyDq8rBeKueeLvQEH
"Clubhouse,Jacuzzi,Gym,Parking,Fridge,Sauna,Walk In Closet,Dryer,Tennis Court,Oven,High Floor,Security,Balcony,City View,Renovated,Aircon,Swimming Pool,Maid Room,Bed,Mini Golf Range,Wading Pool,Spa Pool,Study Room,Fitness Corner,Dining Room Furniture,Washer,Fibre Ready,BBQ,Playground","2,500 sqft (built up)","Penthouse rarely available 
2500 sqft with 2 en-suite 
Avail 15 March 2019 ",D15,All races welcome,,,Fully Furnished,Yes,24 months,Haig Court,5 Baths,5 Beds,Allowed,S$3.52 psf,"S$8,800/mo",https://www.99.co/singapore/rent/property/haig-court-condo-AgEhQpdehQSZ5HnArG5TCb
"Roof Terrace,Aircon,Maid Room,Stove,Fridge,Utility Room,Study Room,Oven,Washer,Bathtub,Balcony","3,100 sqft (built up)","Greenwood Mews offers landed living at a distinguished Bukit Timah address. The development features luxurious cluster houses surrounded by tranquillity and greenery, with expansive living space for multi-generational families.

✔ Landed 3-storey cluster housing comprising 4 spacious bedrooms
✔ 2 private basement parking lots and a roof terrace
✔ Additional utility space 

Facilities:
✔️ BBQ pits 
✔️ Swimming and wading pools 
✔️ Gymnasium
✔️ Sauna
✔️ Massage Suite
✔️ Clubhouse 
✔️ Children’s Play Area
✔️ Dining Cabana 

Amenities:
✔️ Walking distance to bistros along Greenwood Avenue
✔️ Minutes’ drive to Nanyang Girls’ High School, Raffles Girls’ School and Hwa Chong Institution 
✔️ 6 minutes’ drive to Sixth Avenue MRT Station 
✔️ 8 minutes’ drive to The Grandstand
✔️ 10 minutes’ drive to The Singapore Island Country Club

Landlord provides:
•	Dedicated care-line
•	Assistance with air conditioning, housekeeping and repair services
•	Basic troubleshooting in cases of power trips
•	24-hour response time

Call me for exclusive viewing of multiple units in the project/area. Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D11,All races welcome,,,Partially Furnished,,Flexible,Greenwood Mews,5 Baths,4 Beds,,S$3.10 psf,"S$9,600/mo",https://www.99.co/singapore/rent/property/greenwood-avenue-landed-UvtF5DfvZak6aStD3di5fZ
"Clubhouse,Stove,Fridge,Sauna,Jacuzzi,Steam Room,Tennis Court,Oven,Parking,Security,Balcony,Renovated,Closet,Swimming Pool,TV,Sofa,Bed,Aircon,Wading Pool,Playground,Fitness Corner,High Floor,Washer,Gym,BBQ",829 sqft (built up),"Beautifully renovated 1-bedder unit at River Place for rent!  Very near to Fort Canning MRT, Clarke Quay MRT and Chinatown MRT.  Fully furnished; just bring in your luggage!

Rare river view at the edge of Chinatown, not found elsewhere.  2 mins walk to Central Mall.  Near to Singapore General Hospital and Fort Canning Park.  A place where eateries, leisure and entertainment options abound.  A short drive to Orchard area & CBD. 

Call me for exclusive viewing of multiple units in the project/area. Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D03,,,,,,24 months,River Place,1 Bath,1 Bed,,S$4.70 psf,"S$3,900/mo",https://www.99.co/singapore/rent/property/river-place-condo-hfAiW9Kq6VFDKiaxnWWYUe
"Security,High Ceiling,Stove,Fridge,Wading Pool,Oven,Parking,High Floor,Washer,Lap Pool,Gym,BBQ",764 sqft (built up),"Minutes to Orchard Road, Newton MRT Station and Newton Hawker Centre.  Ideal for young couple or singles.  Ready for immediate occupation.

Call me for exclusive viewing of multiple units in the project/area. Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D09,All races welcome,,,Partially Furnished,,Flexible,Vida,1 Bath,1 Bed,,S$6.02 psf,"S$4,600/mo",https://www.99.co/singapore/rent/property/vida-condo-6zUMRK98KHnXVCnzccEkFR
"Clubhouse,Badminton Court,Stove,Fridge,Sauna,Low Floor,Squash Court,Steam Room,Tennis Court,Oven,Parking,Security,Aircon,Greenery View,Swimming Pool,Wading Pool,Jacuzzi,Playground,Washer,Bathtub,Gym,BBQ","1,324 sqft (built up)","Well-kept 3 bedder with utility area, maids room, 3 bathrooms
✓ Low floor with balcony
✓ Spacious, breezy unit for a peaceful lifestyle
✓ Partially furnished
✓ Half-hour drive to Changi Airport, and within 20 mins drive to CBD / Orchard
✓ Near Greenwich & The Seletar Mall
✓ Near to Jalan Kayu supermarket (NTUC) and eateries 
✓ Fernvale, Sengkang Green & Da Qiao Primary schools as well as Anderson Secondary school within about 2 km

Call me for exclusive viewing of multiple units in the project/area. Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D28,All races welcome,,,Partially Furnished,,24 months,Serenity Park,3 Baths,3 Beds,,S$2.19 psf,"S$2,900/mo",https://www.99.co/singapore/rent/property/serenity-park-condo-vjGttrt8euJSxbQjzTrvsP
"City View,Aircon,Closet,Greenery View,Fridge,Basketball Court,Jacuzzi,Wading Pool,Dryer,Steam Room,Playground,Fitness Corner,Parking,High Floor,Security,Fibre Ready,Gym,Tennis Court,Balcony","1,001 sqft (built up)","A 3 bedder up for rent!!

Unfurnished unit
Very high floor (#30)
Squarish layout
Unblocked view
Very windy
Stone throw to Ang Mo Kio Mrt
Many eateries nearby
Unit only available on March 2019

Please call 86848000 to arrange for a viewing
Kay Ang 
86848000

Condo Facilities includes :

► 50M Olympic Length Pool
► Dip & Wading Pool
► Pool Deck, Feature Pools
► Aqua Chairs
► Steam Room
► Sofa Jacuzzi
► Hydrotherapy Pool
► Massage Beds
► Spa Villas & Spa Beds
► Basketball Half Court
► Tennis Court
► Fitness Area
► Gymnasium
► Kid's Play Corner
► BBQ Corner
► Multi Purpose room
► Dining Villas
► Kitchen Facilities
► Lounge Area
► Car Parking
► 24 Hour Security

86848000
Kay Ang",D20,,,30,Partially Furnished,Yes,Flexible,Centro Residences,2 Baths,3 Beds,,S$3.95 psf,"S$3,950/mo",https://www.99.co/singapore/rent/property/centro-residences-condo-wJHyTm5wGm3sn9r9L66cHn
"Clubhouse,City View,Security,Aircon,Closet,Swimming Pool,High Ceiling,Stove,Dishwasher,Fridge,Walk In Closet,Maid Room,Dryer,Oven,Parking,High Floor,Washer,Bathtub,Gym","3,165 sqft (built up)","**Heritage Apartments

-Prestige location at 4 Ardmore Park
-Spacious 4+1 bedrooms of size 3,165sqft
-Big living and dining area good especially for settings of big furniture placement.
-North-South orientation with no afternoon sun
-Exclusive single unit per level with full privacy 
-Immaculate condition
-Refurbished luxurious lobby
-Partial furnished
-Centrally located within Orchard and walking distance to Orchard malls and Orchard MRT station, Cold Storage Supermarket
-Walking distance to American Club and Tanglin Club
-Good size kitchen equipped with dishwasher, microwave oven, oven, fridge, electric and gas hob
-Comes with 2 store room which one can be for helper's room and the other as store room
-Condo facilities include swimming pool, gym, function room and basement carparks
-Available immediate
-ATTRACTIVE RENTAL at $11k negotiable

*Suitable for families looking for Nassim, Claymore, Draycott, Ardmore prestige location

**Interested parties, kindly contact S M Chia @ 90686500 for viewing now!!!",D10,All races welcome,North South,,Partially Furnished,Yes,24 months,Heritage Apartments,4 Baths,4 Beds,Allowed,S$3.48 psf,"S$11,000/mo",https://www.99.co/singapore/rent/property/heritage-apartments-condo-UAozSeQMe4UM3JvzTRSvUg
"Low Floor,Fridge","1,600 sqft (built up)","** Walk up at Lorong 34 Geylang

-Spacious 1600sqft
-Comes with 4 bedrooms
-Surrounded with amenities like supermarket, good food eateries 
-Accessible by public transport
-Available immediate

**Interested parties, kindly contact S M Chia @ 90686500 for viewing now.",D14,All races welcome,North,03,Unfurnished,Yes,Flexible,Geylang Heritage,2 Baths,4 Beds,,S$1.88 psf,"S$3,000/mo",https://www.99.co/singapore/rent/property/geylang-heritage-condo-7VxMivQPpdExwDGZ2QYBLH
"Walk In Closet,Bathtub,Aircon,Closet,Maid Room,Greenery View,Duplex / Maisonette,Fridge,Bed,Low Floor,High Floor,Washer,Pool View,Stove,Balcony","3,340 sqft (built up)","Rare 4 bedder Sky Suites duplex,  President's Design Award 2015

The essence of The Oliv is the best of what luxury and nature combined have to offer, boasting its own open, private sanctuary on an exceptional scale with unhindered views of the surrounding lush greenery.  With security coded lift access every level, occupants can enjoy the sky garden in front of their home, expanding the possibilities for living and entertaining indoors and out.

With just 23 units and 12-storeys high, The Oliv is a sanctuary only a privileged few will be able to enjoy. The freehold property comprises of two garden units, 18 sky suites and is crowned by three penthouses, all of which embrace gardens.

Rare 4 bedder Sky Suites duplex to let:   
- 2 rooms ensuite + 2 rooms with Jack & Jill Toilet
- Partially furnished with white goods only
- High ceiling 
- Spacious living area 
- Maid's room with toilet

Within 1 km form prestigious schools - Anglo-Chinese School (Primary), Raffles Girls Secondary School, Singapore Chinese Girls' School, St Joseph's Institution.

Newton MRT and Newton Hawker Centre about 1000m away; Balmoral Plaza shops and eateries about 700m away.

Call me for exclusive viewing of multiple units in the project/area.  Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D10,,,,Partially Furnished,,24 months,The Oliv,4 Baths,4 Beds,,S$5.03 psf,"S$16,800/mo",https://www.99.co/singapore/rent/property/the-oliv-condo-MYi9GTy5zPG2jMLZdPSypg
"Clubhouse,Stove,Fridge,Squash Court,Tennis Court,Oven,Parking,Mid Floor,Security,Balcony,City View,Closet,Aircon,TV,Sofa,Bed,Swimming Pool,Wading Pool,Playground,Dining Room Furniture,Washer,Gym,BBQ","1,162 sqft (built up)","Beautiful, spacious 2 bedder at UE Square for rent!  Fully furnished; Just bring in your luggage!

~ Fully furnished
~ 2 bedroom + 2 bath
~ Just bring your luggage in!
~ Facing Liang Court & Fort Canning
~ 3 mins walk to Fort Canning MRT
~ Mins walk to many restaurants & clubs at Singapore River (Clarke Quay)
~ Mins walk to shopping centre (UE shopping mall, Liang Court, The Central)
~ Short drive to Orchard area

Schools nearby
~ River Valley primary school
~ School of the Arts (SOTA)
~ NAFA
~ Lasalle

Hurry, call me for exclusive viewing of multiple units in the project/area. Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D09,,,,,,24 months,UE Square,2 Baths,2 Beds,,S$4.04 psf,"S$4,700/mo",https://www.99.co/singapore/rent/property/ue-square-condo-PdhhZuiaZP53fD32GZCxk
"Ground Floor,Security,Closet,Aircon,High Ceiling,Greenery View,Fridge,Walk In Closet,Dryer,Parking,Washer,Patio / PES,Lap Pool,Stove,BBQ",926 sqft (built up),"**The Peak @ Cairnhill I

-For Ground Floor lovers!
-Ground floor with very high ceiling 
-Good size patio which can do private BBQ
-Brand new condition
-Open concept
-Walk in wardrobe in home shelter
-Surrounded by greenery
-Modern condo
-Near Newton MRT
-Walk to Orchard shopping malls
-Available immediate
-Asking $3,500 negotiable

**Interested parties, kindly contact S M Chia @ 90686500 for viewing now!!!",D09,All races welcome,North South,,,Yes,Flexible,The Peak @ Cairnhill I,1 Bath,1 Bed,Allowed,S$3.78 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/the-peak-cairnhill-i-condo-ap2BpVfeiQkHdSVh3PbEvH
"Clubhouse,City View,Security,Aircon,TV,Sofa,Stove,Fridge,Bed,Tennis Court,Swimming Pool,Wading Pool,Squash Court,Playground,Oven,Parking,Mid Floor,Washer,Gym,BBQ,Balcony",506 sqft (built up),"Well-kept 1 bedder at UE Square for rent, between Chinatown and Orchard Road!  Galore of food, leisure and entertainment options!

~ Fully furnished
~ 1 bedroom + 1 bath
~ Just bring your luggage in!
~ Facing Liang Court & Fort Canning
~ 3 mins walk to Fort Canning MRT
~ Mins walk to many restaurants & clubs at Singapore River (Clarke Quay)
~ Mins walk to shopping centre (UE shopping mall, Liang Court, The Central)
~ Short drive to Orchard area

Schools nearby
~ River Valley primary school
~ School of the Arts (SOTA)
~ NAFA
~ Lasalle

Hurry, call me for exclusive viewing of multiple units in the project/area. Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D09,,,,Fully Furnished,,24 months,UE Square,1 Bath,1 Bed,,S$6.52 psf,"S$3,300/mo",https://www.99.co/singapore/rent/property/ue-square-condo-rz7vyofK5qxWZz3UZtGXfS
"Jogging Track,Clubhouse,Jacuzzi,Stove,Fridge,Low Floor,Dryer,Tennis Court,Oven,Parking,Security,Balcony,Fibre Ready,Pavilion,Renovated,Closet,TV,Sofa,Pool Deck,Bed,Aircon,Spa Pool,Playground,Dining Room Furniture,Washer,Pool View,Lap Pool,Gym,BBQ",861 sqft (built up),"2bedder Eight Courtyards
# Newest full facilities condominium at the vicinity
# Squarish layout
# Functional kitchen
# No west sun
# Beautiful resort like landscape
# Short walk to Chong Pang City with market, coffee shops & convenience shops
# Short walk to Sembawang Shopping Centre for shopping spree & restaurants
# Free shuttle service to Yishun mrt, bus interchange & new Northpoint mega shopping mall
# Near Ahmad Ibrahim Primary & Secondary Schools
# Contact Renne 94238145 for details & viewing appointment",D27,,West,,Flexible,,Flexible,Eight Courtyards,2 Baths,2 Beds,,S$2.67 psf,"S$2,300/mo",https://www.99.co/singapore/rent/property/eight-courtyards-condo-YxdTLvuohK4UE4oB5gQU9Y
"Security,Roof Terrace,Aircon,Maid Room,Greenery View,Fridge,Swimming Pool,Squash Court,Playground,Oven,Parking,Washer,Stove,Tennis Court","2,863 sqft (built up)","Well kept SemiD in lush greenery locality.  

Call me for exclusive viewing of multiple units in the project/area. Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",,,,,Partially Furnished,,24 months,Bukit Villas,3 Baths,4 Beds,,S$1.85 psf,"S$5,300/mo",https://www.99.co/singapore/rent/property/property-in-singapore-landed-Gnh76x4m4amqrNrgAeEtXJ
"Security,Aircon,High Ceiling,Stove,Fridge,Swimming Pool,Wading Pool,Jacuzzi,Playground,Oven,Parking,High Floor,Washer,Lap Pool,Gym",570 sqft (built up),"Beautiful 1-bedder in Amber Road on high floor; about 5 mins walk from Parkway Parade, highly convenient location.

Call me for exclusive viewing of multiple units in the project/area. Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D15,All races welcome,,,Partially Furnished,,24 months,The Cape,1 Bath,1 Bed,,S$5.79 psf,"S$3,300/mo",https://www.99.co/singapore/rent/property/the-cape-condo-DeQdnQFDN3m6zUQ7sTnFeR
"Clubhouse,Open Terrace,Stove,Fridge,Sauna,Jacuzzi,Steam Room,Tennis Court,Oven,Mid Floor,Security,City View,Aircon,Sofa,Jet Pool,Wading Pool,Hydrotherapy Pool,Playground,Washer,Lap Pool,Gym,BBQ,Hydrotherapy Pool",S$5.48 psf,"Beautiful, spacious bedroom with bath.  Very near Tanjong Pagar MRT. Partially furnished!  Full condo facilities. Cold Storage / NTUC supermarket, various eateries and entertainment option at your doorstep! 

Hurry, call me for exclusive viewing of multiple units in the project/area. Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D02,,,,,,24 months,Icon,657 sqft (built up),1 Bed,,,"S$3,600/mo",https://www.99.co/singapore/rent/property/icon-condo-xMnotDHUDeGeHc7zBzGuKB
"Penthouse,Bathtub,Closet,Aircon,Maid Room,Fridge,Walk In Closet,High Ceiling,Oven,Top Floor,High Floor,Washer,Pool View,Balcony","5,414 sqft (built up)","Rare Penthouse,  President's Design Award 2015

The essence of The Oliv is the best of what luxury and nature combined have to offer, boasting its own open, private sanctuary on an exceptional scale with unhindered views of the surrounding lush greenery.  With security coded lift access every level, occupants can enjoy the sky garden in front of their home, expanding the possibilities for living and entertaining indoors and out.

With just 23 units and 12-storeys high, The Oliv is a sanctuary only a privileged few will be able to enjoy. The freehold property comprises of two garden units, 18 sky suites and is crowned by three penthouses, all of which embrace gardens.

Rare Penthouse to let:   
- 2 rooms ensuite + 2 rooms with Jack & Jill Toilet
- Partially furnished with white goods only
- High ceiling 
- Spacious living area 
- Maid's room with toilet

Within 1 km form prestigious schools - Anglo-Chinese School (Primary), Raffles Girls Secondary School, Singapore Chinese Girls' School, St Joseph's Institution.

Newton MRT and Newton Hawker Centre about 1000m away; Balmoral Plaza shops and eateries about 700m away.

Call me for exclusive viewing of multiple units in the project/area.  Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D10,,,,Partially Furnished,,24 months,The Oliv,4 Baths,4 Beds,,S$4.62 psf,"S$25,000/mo",https://www.99.co/singapore/rent/property/the-oliv-condo-jfXGovFLBvgfkWUoC84B2E
"Aircon,TV,Sofa,Stove,Fridge,Bed,Low Floor,Washer,Corner Unit",764 sqft (built up),"Looking for space, comfort and cozy home?
This is the perfect home for you!

📌Central Location

This home is in a very convenient location with easy access to a variety of Amenities and Public Transport. 

Things you'll want to know:
✅ Size: Est. 753 sqft
✅ 2 Bedrooms 
✅ Corner Unit / Privacy 
✅ All rooms with Air-Con
✅ Fully Furnished 
✅ 6 mins walk to Boon Keng MRT Station.
✅ Opposite has Coffee Shop
✅ 1 toilet + 1 bathroom (Master no attached toilet)
✅ Neat and Clean House 
✅ Move only on 30 March 2019

Why are you still reading this??
CALL NOW!
Ms Alice 8181 0541

Thank you and Have a nice day!",D12,,West,,Fully Furnished,,24 months,2 Saint George's Road,2 Baths,2 Beds,Not Allowed,S$2.75 psf,"S$2,100/mo",https://www.99.co/singapore/rent/property/2-saint-georges-road-hdb-Ji8PeG6QxVP3n5YEt3rHRK
"Clubhouse,Function Room,Gym,Fridge,Dryer,Tennis Court,Oven,Parking,Security,Closet,City View,Renovated,Aircon,TV,Sofa,Bed,Swimming Pool,Jacuzzi,Playground,Audio System,High Floor,Washer,Balcony,Lap Pool,BBQ",700 sqft (built up),"fully furnished 
high floor 
Amenities 
Tanjong Pagar MRT 
2 year lease 
No agent fees for direct tenant!!! 


Condo Amenities near Skysuites @ Anson 
Skysuites @ Anson is a 99-year leasehold condominium development located at 8 Enggor Street, Singapore 079718, in district 02. It has a total of 71 storeys and comprises of 360 exclusive units. Skysuites @ Anson is relatively close to Tanjong Pagar MRT Station. 

Condo Facilities at Skysuites @ Anson 

Facilities at Skysuites @ Anson include swimming pool, lap pool, Jacuzzi, tennis court, function room, gym, BBQ pits, playground and dining lounge. 

For daily necessities and shopping needs, residents can head down to several shopping centres located within walking distance, such as Tanjong Pagar Plaza, and Raffles City Shopping Centre.",D02,,South East,,Fully Furnished,Yes,Flexible,Skysuites @ Anson,2 Baths,2 Beds,,S$6.00 psf,"S$4,200/mo",https://www.99.co/singapore/rent/property/skysuites-anson-condo-SBVxC5NCn7D7YX6SiCc9sX
"Penthouse,Jogging Track,Pool Deck,Clubhouse,High Ceiling,Walk In Closet,Jacuzzi,Water Channel,Oven,Parking,Balcony,Bomb Shelter,Renovated,Closet,Duplex / Maisonette,Wading Pool,Utility Room,Washer,Fibre Ready,BBQ,Hydrotherapy Pool,Gym,City View,Fridge,Dryer,Steam Room,Dishwasher,Aircon,Maid Room,Lap Pool,Swimming Pool,Fitness Corner,High Floor,Security,Bathtub,Reflexology Path","3,143 sqft (built up)","Enclave in the tranquility of Shangri-La

I double storey Penthouse with very functional layout awaits the arrival of the most prestigious you.

With 2 Master bedrooms attached with ensuites, you will be spoilt by choice. comprises of a wet and dry kitchen, a feast is at a snap of a finger!

Walking distance to Shangri-La hotel for high tea and RELC Intl School. Short drive to shopping belt district!

Quick, call Kenny at 90282927 for a exclusive experience!",D10,All races welcome,,,Partially Furnished,Yes,Flexible,Orange Grove Residences,4 Baths,4 Beds,,S$3.56 psf,"S$11,200/mo",https://www.99.co/singapore/rent/property/orange-grove-residences-condo-ENcYhm6caeiwhkKGiZkuVD
"Jogging Track,Clubhouse,Function Room,Water Feature,Stove,Fridge,Jacuzzi,Oven,Parking,Security,Bomb Shelter,Fibre Ready,Closet,Aircon,TV,Sofa,Bed,Swimming Pool,Wading Pool,Fitness Corner,High Floor,Washer,Bathtub,Reflexology Path,Gym,BBQ",700 sqft (built up),"Spacious 1 Bedroom at Parc Haven @ Lorong Limau

- 700 square feet
- Fully furnished at $2,500/month
- One Bedroom with Attached Bathroom
- Bright
- Stone throw to 24 hours FairPrice supermarket
- Near to market, eateries and amenities
- Near Curtin University Of Technology and EASB Institute Of Management
- Available from 6 Jan 2019 onwards
- Asking $2,500 negotiable

Call now to arrange viewing appointment!! Thank you for your interest. 

Joseph Tan KB, 陈嘉闻 
2015 Top 34 Producer (Century 21) 
96898582 
(Available on WhatsApp, Telegram, WeChat, Skype, Tango & Viber) 
MailTo: josephtankb.sg@gmail.com",D12,All races welcome,South East,,Partially Furnished,Yes,24 months,Parc Haven,1 Bath,1 Bed,,S$3.57 psf,"S$2,500/mo",https://www.99.co/singapore/rent/property/parc-haven-condo-ZePZqMgBxNEVck5KRLxfJ7
"Function Room,Fitness Corner,Water Feature,Yoga Corner,Gym,Fridge,Jacuzzi,Sea View,Tennis Court,Oven,Dining Room Furniture,Sky Terrace,Balcony,City View,Fibre Ready,Renovated,Aircon,TV,Sofa,Pool Deck,Bed,Swimming Pool,Wading Pool,Dryer,Playground,Audio System,High Floor,Washer,Pool View,Lap Pool,BBQ",517 sqft (built up),"- Just TOP: Brand New
- viewing anytime 
- 1 bedroom
- City View
- Efficient layout, easy furnishing space
- Windy & bright
- High-end quality with built-in appliances 
- Mins walk to Kallang MRT

Kallang Riverside - Project information Kallang Riverside is a mixed development on the site of the former Singapore – Johore Express factory. Because of that it is currently on its own in a field surrounded by the water, though there are plans ahead to develop this area into what could well be another Marina Bay. Kallang Riverside itself is one tower, 30 storeys high with 212 residential units and 7 commercial ones. The residential ones are made up of 1, 2 and 3 bed units, plus one 3 bed penthouse and two 4 bed penthouses. The 1 and 2 bedders are among the largest anywhere in Singapore.",D12,All races welcome,South,,Fully Furnished,Yes,Flexible,Kallang Riverside,1 Bath,1 Bed,Not Allowed,S$5.42 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/kallang-riverside-condo-JQqC4BAeWdadxpNvBJZGeE
"Aircon,TV,Sofa,Fridge,Bed,High Floor,Washer,Corner Unit","1,302 sqft (built up)","Rarely available, 

Point block, corner unit, 

High floor, panoramic view, unblocked, breezy, privacy, 

Fully furnished, air con in all bedrooms, clean, well kept, 

Spacious rooms, hugh living and dining area, airy kitchen, 

Proximity to shopping mall, Junction 8, hawkers, foodcourts, shops etc.

Accessibility to MRT train station, bus stops at door step, CTE, PIE, ECP, expressways, 

Choice of good schools nearby, 

Prefer family, professionals, 

Viewing by advance notice to current tenants, 

Availble after 30 April 2018",D20,,,,,,12 months,128 Bishan Street 12,2 Baths,3 Beds,,S$2.30 psf,"S$3,000/mo",https://www.99.co/singapore/rent/property/128-bishan-street-12-hdb-pdRcQAi3VzaXnrQy5mpjEN
"Aircon,Closet,TV,Sofa,Stove,Fridge,Bed,Low Floor,Dining Room Furniture,Washer,Corner Unit","1,474 sqft (built up)","5 rm blk 876 Yishun - whole house rental

# Good location - abt 400m only 
.............to Khatib MRT station

# 3+1 rooms, corner unit. Privacy
.............very spacious 

# neat/tidy bright & airy

#surrounded by market/supermarket
............eateries  shops  LTP Hospital

#fully furnished with aircon

#flexible viewing time

#open to all races.  Malaysian & others welcome

call 9858 1578 Fatimah",D27,All races welcome,,,Fully Furnished,,Flexible,876 Yishun Street 81,2 Baths,3 Beds,,S$1.42 psf,"S$2,100/mo",https://www.99.co/singapore/rent/property/876-yishun-street-81-hdb-ppWWLVXbqtJg55YpM88FCo
"Clubhouse,Aircon,TV,Stove,Fridge,Tennis Court,Jacuzzi,Swimming Pool,Sea View,Playground,Oven,High Floor,Washer,Gym,BBQ,Balcony",893 sqft (built up),"Stunning 2-bedder with unblock sea view at Reflections at Keppel Bay, available for rent!  Superb location, very near Telok Blangah MRT station!  Partially/ Fully furnished (flexible).  Enjoy the lush greenery and spacious living space, near to world class amenities like Marina and Gold Club at Keppel Bay, VivoCity Shopping Centre, and Sentosa Island Resort.  Mount Faber Park & Labrador park just a stone-throw away.

* About 3 mins to Telok Belangah MRT
* Mins walk to Mapletree Business City, PSA Building
* 1 MRT stop away away from Harbourfront MRT (Vivocity & Sentosa)
* Next to Keppel Golf, Labrador Park, Mount Faber Park
* Blangah Rise Primary School, S P Jain School of Global Management, International School Singapore (ISS) High School are some notable schools in the vicinity
* High floor with unblocked views of the sea and surroundings.

Hurry, call me for exclusive viewing of multiple units in the project/area. Raymond 9021 6006. Your Interest is Central to how I conduct my agency business!",D04,,,,,,24 months,Reflections At Keppel Bay,2 Baths,2 Beds,,S$5.04 psf,"S$4,500/mo",https://www.99.co/singapore/rent/property/reflections-at-keppel-bay-condo-cvjfTqpMp3Ahodty4hkg4V
"Clubhouse,Renovated,Closet,Gym,Fridge,Bed,Aircon,Wading Pool,Tennis Court,Parking,Dining Room Furniture,Washer,Lap Pool,BBQ,Balcony",829 sqft (built up),"*** New Listing at The Nautical Condo ***

-3 bedrooms for rent
-3 year old Condo
-Fully/Partial furnished with Aircon
-Right beside Sembawang Shopping center
-Near to the many famous Eateries
-All welcome


Call 9273 6096 for viewing !!",,,North South,,Fully Furnished,,Flexible,The Nautical,2 Baths,3 Beds,,S$3.14 psf,"S$2,600/mo",https://www.99.co/singapore/rent/property/the-nautical-condo-CPPhgdCqFFhSyaAuNeAcs3
"Penthouse,Renovated,Aircon,Gym,Pool Deck,Wading Pool,Hydrotherapy Pool,Steam Room,Playground,Parking,Security,Lap Pool,Outdoor Dining","2,713 sqft (built up)","A place you can call HOME 
✓ Luxurious & elegant residential Penthouse
✓ Surrounded with greenery
✓ Mins walk away from Haw Par Villa MRT

For exclusive viewing, please contact Ken Chong @ +65-9738 2887

",D05,All races welcome,,,,,24 months,Horizon Residences,4 Baths,4 Beds,,S$3.69 psf,"S$10,000/mo",https://www.99.co/singapore/rent/property/horizon-residences-condo-XGs5FK54mMRViDEoWUAxre
