Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Renovated,Aircon,Stove,Fridge,Bed,Utility Room,Parking,Mid Floor,Dining Room Furniture,Security,Fibre Ready",990 sqft (built up),"For Rent: HDB 4 room @ Blk 2 Haig Road 

•	Blk 2 Haig Road
•      Fully Furnished
•	Middle Floor
•	Bright and Windy
•	Walking distance to market / shops & Various amenities 
•	Walking distance to Paya Lebar MRT
•	Available immediately

Call Ling Lin @ 9859 6600 appointment for viewing.",D15,All races welcome,South East,,Fully Furnished,,Flexible,2 Haig Road,2 Baths,3 Beds,Not Allowed,S$2.42 psf,"S$2,400/mo",https://www.99.co/singapore/rent/property/2-haig-road-hdb-wLAsd7PZpAQNDbGD3wkrsA
"Bomb Shelter,Renovated,Aircon,TV,Stove,Fridge,Bed,High Floor,Washer","1,001 sqft (built up)","- Fully furnish
- Couple/single preferred
- Brand new
- Walking Distance to Tanah Merah
- Near Eateries
- Near Supermarket
- Excellent location
- Avail Immed

Call 93228128 now to Enquire",D16,,North South,,Fully Furnished,Yes,Flexible,188A Bedok North Street 4,2 Baths,1 Bed,Not Allowed,S$1.70 psf,"S$1,700/mo",https://www.99.co/singapore/rent/property/188a-bedok-north-street-4-hdb-mTepg9RcaEijgJrzjx6NDF
"Clubhouse,City View,Security,Squash Court,Aircon,Maid Room,Stove,Fridge,Walk In Closet,Swimming Pool,Utility Room,Dryer,Playground,Oven,Wading Pool,Washer,Fibre Ready,Gym,BBQ,Tennis Court","2,874 sqft (built up)","Gorgeous 4 Bedroom apartment with separate family, living and dining areas.

Floor to ceiling windows, marble floors, brand new aircon to be fitted. updated kitchen.

This unit is truly not to be missed.

Situated in the heart of Orchard Road, within walking distance to MRT and malls. Yet, it is in a private and quiet estate. 

Giving you the convenience of city living, yet having the privacy and tranquility of a residential neighbourhood. 

Call Elizabeth Lee at 90781999 to view today ",D10,,,,Partially Furnished,Yes,24 months,Four Seasons Park,6 Baths,4 Beds,,S$4.18 psf,"S$12,000/mo",https://www.99.co/singapore/rent/property/four-seasons-park-condo-sGNsFbsGPiMtNHsMCiDZS
"Clubhouse,Roof Terrace,High Ceiling,Stove,Fridge,Dryer,Steam Room,Tennis Court,Oven,Parking,Patio / PES,Security,Closet,Ground Floor,Balcony,Renovated,Aircon,Maid Room,Greenery View,Duplex / Maisonette,Swimming Pool,Utility Room,Squash Court,High Floor,Washer,Fibre Ready,Gym","2,395 sqft (built up)","☆ CONVENIENTLY LOCATED TOWNHOUSE! ☆
▪UNIT No.: #01-07 is a 2-storey liked Landed House with a Sky Terrace

▪The Ground Floor or 1st-storey has a sheltered porch which double up as a car park.

▪There is a small terrace and a garden.

▪There is a spacious airconditioned hall or living room.

▪Leading up the short stairway, you come to 
a Contemporary setting Kitchen with an Open Yard but Sheltered and a pretty spacious Dining Area.

▪ It also has a dedicated Domestic Helper's facilities. 
They are : -
a) A helper's area
b) A laundry area
c) A shower room

▪Just a few steps up, you are greeted to a very large or spacious MASTER bedroom with a nicely renovated contemporary bathroom.

Its super wide windows that generously let in the  natural light, inadvertently brighten up the whole room.
The view is Relaxing! 
You should see it for yourself.

▪ Next a little short stair of 5 steps bring you to the 2 COMMON Rooms. One on the right and the other on the left. 
Both are somewhat ensuite. 
Just that the attached BATH is the JACK and JILL model.

▪Another short flight of stairs guide you to this Large Roof Terrace and its FABULOUS SCENARY that blows away your STRESS.

☆ Lady and Gentleman, please come and ""

""feel"", ""touch"", ""see"", ""hear"" and even ""smell"" for yourselves the Beauty of Serene Living on a slight Elevated Ground.

▪This is a Townhouse, 38 #01-07, which is located in Watten Estate Condominium has full condo facilities including an Gymnasium, a large Swimming Pool, a Clubhouse, tennis courts, squash courts and function rooms.

There is only 104 units, almost all Townhouses, is an unique Condominium of this sort that is very hard to find in Singapore.

It is just a causal 10-min walk to Watten Park and the Bridge leading to Tan Kah Kee MRT Station or the passage to the popular Hwa Chong Institution.

Alternative Public Transportation is via Bus Services just at the left entrance of Shelford and Dunearn Road.
There are many bus services that will connect you to most part of Singapore conveniently. 

For enquiry, please feel free to contact WORTHY  TAN  at  92702992 .",D11,All races welcome,,,Partially Furnished,Yes,24 months,Watten Estate Condominium,4 Baths,3 Beds,,S$2.09 psf,"S$5,000/mo",https://www.99.co/singapore/rent/property/watten-estate-condominium-condo-Rv8RTb9bFAEwfZumx8jxu5
"Clubhouse,Open Terrace,Water Feature,Stove,Fridge,Walk In Closet,Dryer,Function Room,Security,Low Floor,Renovated,Aircon,TV,Pool Deck,Bed,Viewing Deck,Lounge,Swimming Pool,Fitness Corner,Washer,Fibre Ready,Reflexology Path,Gym",280 sqft (built up),"*** Studio @ Highline Resi *** 

- 280 sqft
- fully furnished
- city fringe living
- Spacious unit 
- Bright & Windy 
- Mins walk to Tiong Bahru Stn 
- Enjoy quiet environment

Reach me for viewing arrangements. 

LUT - 8112 2670 - OrangeTee",D03,,North South,04,Fully Furnished,Yes,Flexible,Highline Residences,1 Bath,Studio,Not Allowed,S$10.00 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/highline-residences-condo-y9Nr9iLhFkMB39qLkfrFSS
"Clubhouse,Badminton Court,Jacuzzi,Stove,Fridge,Sauna,Low Floor,Dryer,Steam Room,Tennis Court,Oven,Parking,Security,City View,Fibre Ready,Aircon,Closet,Maid Room,Wading Pool,Swimming Pool,Utility Room,Squash Court,Playground,Washer,Bathtub,Gym,BBQ","1,313 sqft (built up)","Serenity Park Condo, 3+U, for Rent
Partial furnished, immediate occupancy 
At least a two year lease
Full condo facilities
Minutes drive to SLE and TPE
Near Yio Chu Kang MRT and Ang Mo Kio MRT
Near Greenwich V
Well maintain condition

Call/SMS Timothy @ 91781178 for viewing appointment. Choice units available.",D28,All races welcome,South,05,Partially Furnished,,24 months,Serenity Park,3 Baths,3 Beds,Not Allowed,S$2.21 psf,"S$2,900/mo",https://www.99.co/singapore/rent/property/serenity-park-condo-cqkQJK5ZqtD9hU2xUP5gxE
"Jogging Track,Clubhouse,Water Feature,Gym,Sauna,Jacuzzi,Parking,Pond,Balcony,Fun Pool,Basketball Court,Aircon,Pool Deck,Lounge,Swimming Pool,Wading Pool,Playground,Fitness Corner,Security,Reflexology Path,BBQ","1,356 sqft (built up)","*** 3 BEDROOM + UTILITY + YARD FOR RENT ***

Premium stack
No afternoon sun
Pool and Greenery View
Unit comes with private lift
Short walk to Holland. V MRT
Partial furnish
Avail imd.

Call Liang at 83837195 for viewing!


Development Name:	Holland Residences
Property Type:	Condominium
Developer:	Allgreen Properties Limited
Tenure:	Freehold
Completion Year:	2013
# of Floors:	5
# of Units:	83
Holland Residences is a freehold development located at 1 Taman Warna, Singapore 276337, in District 10, minutes walk to the upcoming Holland Village MRT Station. The expected completion date is in 2013 and it will comprise of 5 storeys and 83 units. Holland Residences is close to Holland Village and Singapore Botanic Gardens. 

Condo Facilities at Holland Residences 

Facilities at Holland Residences include swimming pool, Jacuzzi, basement car park, sauna, BBQ pits, gym, jogging track, meeting rooms, and playground. 

Condo Amenities near Holland Residences 

Several bus services available near Holland Residences. Schools are mostly located within reasonable driving distance such as Hwa Chong Institution, Singapore Institute of Management, and Anglo-Chinese School. 

For daily necessities, residents can head down to the neighbouring market and food centre or Holland Road Shopping Centre, where there is also a Cold Storage supermarket. The aforementioned Holland Village hosts an array of amenities including numerous restaurants and eating establishments, markets, and banks. Recreational facilities include the Tanglin Golf Course and several parks. 

For vehicle owners, driving from Holland Residences to the business hub takes about 15 minutes via Ayer Rajah Expressway, whereas the vibrant Orchard Road shopping district is less than a 10-minute drive along Holland Road.",D10,All races welcome,,,Partially Furnished,Yes,Flexible,Holland Residences,2 Baths,3 Beds,,S$4.72 psf,"S$6,400/mo",https://www.99.co/singapore/rent/property/holland-residences-condo-buy2GTLb4P9wYCFR7NFX9f
"Stove,City View,Renovated,Aircon,Balcony","4,000 sqft (built up)","Bare Unit, Unfurnished Condition
2-Storey Semi Detached @ Jalan Ishak for Rent
Immediate occupancy
No direct sun
4 bedrooms with air-con and ceiling fans
2 bathrooms and 1 shower room
No air-con in living area
Large car-park space (at least can park 2 cars)
Suitable for family who has their own furniture or waiting for new house or renovation
Near Kembangan MRT Station (about 15-20 mins walk)

Call/SMS Timothy @ 91781178 to arrange viewing appointment. ",D14,All races welcome,South,,Flexible,Yes,24 months,Kembangan Estate,3 Baths,4 Beds,Allowed,S$1.15 psf,"S$4,600/mo",https://www.99.co/singapore/rent/property/jalan-ishak-landed-EyqPpuZ3RdMNhFxEYRNkKn
"Function Room,Water Feature,Stove,Fridge,Jacuzzi,Tennis Court,Oven,Sky Terrace,Balcony,Yoga Corner,Renovated,Closet,Swimming Pool,TV,Sofa,Pool Deck,Bed,Aircon,Wading Pool,Playground,Fitness Corner,Dining Room Furniture,Pool View,Lap Pool,Gym,BBQ",S$4.90 psf,"Call Timothy @ 97222516.

Furnish $4900
Unfurnish $4600

Brand new condominium, just TOP! Be the first to live in this unit!

* efficient layout
* good size master bedroom
* balcony overlooking sports hub and Singapore flyer
* high-end appliances
* infinity pool on 24th floor, amazing for get-together with friends

5-min walk to Lavender MRT
Short drive to CBD, Marina Bay Financial Centre, Suntec City, Marina Square, Esplanade
Plenty of amenities nearby:
- Kallang Riverside Park
- Singapore Sports Hub
- OCBC Aquatic Centre
- Kallang Wave Mall
- Bugis
- Arab Street

Call Timothy @ 97222516.",D12,,,,,,24 months,Kallang Riverside,"1,001 sqft (built up)",2 Beds,,,"S$4,900/mo",https://www.99.co/singapore/rent/property/kallang-riverside-condo-BPWej2m27dFSwhVZsRubqi
"Clubhouse,Aircon,Water Feature,Gym,Wading Pool,Tennis Court,Playground,Fitness Corner,Parking,Security,Lap Pool,BBQ,Balcony","2,088 sqft (built up)","*** 4 BEDROOM + HELPER ***
** EXCELLENT LOCATION **

Premium stack
High floor
Unblock facilities and greenery view
Spacious layout
Partial furnished
Avail Immd.

Call Liang at 83837195 for viewing now!


The Seafront on Meyer is a freehold development located at 55 - 59 Meyer Road, Singapore 437978, in District 15, just a short ride to the upcoming Mountbatten MRT Station. Completed in 2011, it comprises 327 units.

The Seafront on Meyer is relatively close to the Singapore Indoor Stadium and Parkland Golf Driving Range.

Condo Facilities at The Seafront on Meyer

Facilities at The Seafront on Meyer include a lap pool, fitness station, and playground.

Condo Amenities near The Seafront on Meyer

Several feeder bus services are available near The Seafront on Meyer. Established schools are also in the vicinity, such as Dunman High School, Tanjong Katong Secondary School, Tanjong Katong Girls School, and Chatsworth International School.

The Seafront on Meyer is also a short drive away from the many restaurants located at Stadium Walk. Residents can take a short drive to Jalan Batu Market for daily necessities or, alternatively, head down to Kallang Leisure Park for amenities such as supermarkets, eateries, cinema, bowling, and ice-skating.

For vehicle owners, driving from The Seafront on Meyer to either the business hub or the bustling Orchard Road shopping district takes about 15 minutes, via East Coast Parkway.",D15,,,,Partially Furnished,Yes,Flexible,The Seafront On Meyer,4 Baths,4 Beds,,S$4.07 psf,"S$8,500/mo",https://www.99.co/singapore/rent/property/the-seafront-on-meyer-condo-iPFdweMzHDgiauhUPDHcA8
"TV,Closet,Oven,Mid Floor,Aircon,Fridge",S$2.81 psf,"Call 9722 2516 to VIEW NOW! CAN VIEW ANYTIME.

Asking : $2600 (negotiable)

RENT: 146 Bishan Street 11

- Comes Fully-Furnished with air conditioning units basic furniture including fridge, washing machine, water heater, beds, wardrobe, sofa, coffee table and a bonus bar stand. 

- Comes with 3 Bedrooms, 2 Bathroom
- Near Bishan Junction 8 & Braddell
- Available now.

Nearest Public Transport

Nearest Bus Stop
- Bus NR1, 13, 28, 73, 93, 105, 153, 155 and 159
  Walking 2 mins from bus stop B52051

Nearest MRT station
- Braddell MRT (NS18)
  Walking 10 mins from Exit C to here

Contact Timothy at 9722 2516 NOW! Call NOW to VIEW!",D20,,,,,,Flexible,146 Bishan Street 11,925 sqft (built up),3 Beds,,,"S$2,600/mo",https://www.99.co/singapore/rent/property/146-bishan-street-11-hdb-APF2PRrBkMPpeuCsf7qKRF
"Renovated,Aircon,Maid Room,Gym,Fridge,Swimming Pool,Parking,BBQ,Balcony","3,500 sqft (built up)","Big and spacious unit at Banyan Park for rent! 

- Available immediately 
- 100 percent move in condition. 
- 2 halls , 4 bedrooms and 3 toilets with a helper’s room. (2 rooms with en-suite toilets) 
- 8-10 minutes walk to Pasir Panjang MRT
- Near to NUS, NUH, Vivo City. 
- Near to Global International school( Queenstown Campus) , Tanglin Trust School and ISS International School. 
- Easy access to CBD and Town area. City Finge living. 
- Near to supermarkets and amenities. 

Call me or WhatsApp me at 98554844 for an exclusive viewing.",D05,All races welcome,,,Unfurnished,,24 months,Banyan Park,3 Baths,4 Beds,,S$1.43 psf,"S$5,000/mo",https://www.99.co/singapore/rent/property/chwee-chian-road-landed-pMXnfSKcxnhs9E72izmTTc
"Bathtub,Aircon,Closet,Stove,Fridge,Low Floor,Dryer,Oven,Washer,Fibre Ready,Balcony",850 sqft (built up),"*NEW LISTING*

NO AGENT FEE!!!

Tenanted til end of April 2019
Viewing can be arranged
Call for more information and an exclusive viewing now!!!

Pictures taken from a similar unit.

Nestled in the tranquility of the Telok Kurau district in the East, Gold Palm Mansions sits in the heart of the prime Katong area, where a great variety of amenities, shopping centres, dining and entertainment centres can be found. Also nearby, is the vast expense of the East Coast Park, where one can enjoy a multitude of recreational activities lined along the beach, ranging from sea sports to indoor leisure.

Accessibility is brilliant with the Kembangan MRT station, Pan-Island Expressway (PIE) and East Coast Parkway (ECP) just round the corner.

Low rise private apartments with every interior beautifully designed and luxuriously furnished to suit your modern lifestyle. Every unit enjoys scenic views of the pool and surrounding lush greenery, coupled with refreshing sea breeze from the east coast.",D15,All races welcome,North South,,Partially Furnished,Yes,Flexible,Gold Palm Mansions,2 Baths,2 Beds,Allowed,S$2.94 psf,"S$2,500/mo",https://www.99.co/singapore/rent/property/gold-palm-mansions-condo-F9tnJJZ9azLPvQSgm8NbqQ
"Renovated,Aircon,Gym,Sauna,Swimming Pool,Utility Room,Jacuzzi,Playground,Parking,BBQ",S$4.63 psf,"* Direct Landlord Agent 
* Keys on Hand
* Beautifully Renovated 
* Newly Painted 
* Full Set Curtains Dry-cleaned
* Professionally Cleaned
* Polished Flooring
* Furnishings can be discussed 

* 2 good size bedrooms
* Full Aircon 
* Spacious Layout 
* Quiet and Peaceful Environment 
* Bright Breezy 

Shuttle Bus Every Morning to 
Dhoby Ghaut MRT 

City Hall MRT 
Raffles Place MRT 

FACILITIES: BBQ Pits, Pool, Gym, Jacuzzi and Children’s Playground

NEARBY: 6 min walk to Somerset MRT Station, Orchard Road Shopping Belt and Newton Hawker Centre

NEARBY PRESTIGIOUS SCHOOLS: Singapore Management University, Overseas Family School, Chatsworth International School, Anglo-Chinese School

Call Timothy @ 97222516 for a personal viewing of Cavenagh Lodge today!

* 2 & 1-bedroom apartment also available at Cavenagh Lodge!

Call Timothy @ 97222516 for viewings now!

Timothy 
HP: 97222516
SRI
Associate Senior Director",D09,All races welcome,,,,Yes,Flexible,Cavenagh Lodge,626 sqft (built up),1 Bed,,,"S$2,900/mo",https://www.99.co/singapore/rent/property/cavenagh-lodge-condo-e7tcvs9Qgs8438TadSCbC6
"High Ceiling,Stove,Fridge,Dryer,Oven,Patio / PES,Balcony,Dishwasher,Fibre Ready,Closet,Aircon,Maid Room,Utility Room,Washer,Bathtub","2,162 sqft (built up)","* NEW LISTING *

NO AGENT FEE!!!

Just Vacant
Can view daily

Walking distance to Boon Keng MRT

2 Storey Conservation House
Spacious Living Space
and Outdoor Area

Call for more information and an exclusive viewing now.

Pictures are from a similar unit and for the purpose of illustration only.

Refurnished in 2014 for selected units to include new kitchen, bathrooms and wardrobes, Townerville consists of 2 to 4-bedroom houses ranging from 2,127 sq ft to 3,524 sq ft.

Townerville is a living legacy, an estate of colonial and ethnic-style terrace houses built in the 1920s and now restored to its original splendour. The development is made up of 84 two-storey units. Modern-day conveniences have been added to these ethnic-styled houses to become contemporary homes with spatial luxuries. Design details from the original houses have been reconstructed to preserve a style that has become part of our national heritage.

Home Office Use (subject to Terms & Conditions)

Terrace conservation houses suitable for home office usage with no more than 2 non-resident staff.

Residents at Townerville may apply for personal memberships at the nearby Civil Service Club located at Tessensohn Road to enjoy club facilities. Terms and conditions apply.  For more information, please visit: http://www.csc.sg/",D12,All races welcome,,,Partially Furnished,Yes,Flexible,Townerville,2 Baths,2 Beds,Allowed,S$2.13 psf,"S$4,600/mo",https://www.99.co/singapore/rent/property/may-road-landed-EqcUHGTnMLSWxvZzvYAsTV
"Multi-purpose Hall,Water Feature,Gym,Fridge,Spa Pavilion,Waterfall,Tennis Court,Undrewater Fitness Station,Pond,Retail Shops,Sky Terrace,Balcony,Fun Pool,Jet Pool,Yoga Corner,Closet,Aircon,Greenery View,Pool Deck,Viewing Deck,Mini Golf Range,Wading Pool,Playground,Fitness Corner,Washer,Games Room,Lap Pool,BBQ",689 sqft (built up),"2 bedrooms + 2 bathroom (689sf)
Face River ! Premium Quiet Facing !!
Available IMMEDIATE 

Good size bedrooms fit queen size bed
Shuttle bus to Hougang MRT 
Direct connected to Park 
Resort style pool facilities 

Partial furnished .
Fully furnished optional
Welcome 

Call/WhatsApp +65 81685708",D19,All races welcome,,,,,Flexible,Kingsford Waterbay,2 Baths,2 Beds,,S$3.48 psf,"S$2,400/mo",https://www.99.co/singapore/rent/property/kingsford-waterbay-condo-uAtffypvTkdWYZizoKzsEV
"Clubhouse,City View,Renovated,Closet,Swimming Pool,High Ceiling,Jacuzzi,Stove,Fridge,Low Floor,Aircon,Wading Pool,Dryer,Fitness Corner,Parking,Security,Pool View,Lap Pool,BBQ,Balcony",S$3.54 psf,"Call 97222516 for viewing!~

Multiple UNITS for viewing. GREAT for family, kids and expatriates!-

Grab it before its gone.

FOR RENT:  $4800/mth (nego)
Move in date : Immediately available

WHOLE UNIT FOR RENT (LUXURY FEEL)

- RARE!
- 3 BEDROOMS
- LUXURIOUS CONDOMINIUM
- ANY RACE / PROFILE
- MAX 6PAX
- NEAR MRT!
- APPROVED FOR RENTAL
- FANTASTIC LOCATION, HEART OF TOWN, SO MANY AMENITIES!!


**Interested tenant(s), please feel free to call Timothy Huang @ 97222516 to arrange for a viewing**",D08,All races welcome,,,,,24 months,Citylights,"1,356 sqft (built up)",3 Beds,,,"S$4,800/mo",https://www.99.co/singapore/rent/property/citylights-condo-pmqADieSp3mFEasgDeB2aB
"Jogging Track,Clubhouse,Function Room,Water Feature,Gym,Fridge,Steam Room,Tennis Court,Parking,Security,Sky Terrace,Fun Pool,Aircon,Pool Deck,Bed,Karaoke,Spa Pool,Study Room,Fitness Corner,High Floor,Washer,Retail Shops,Lap Pool,BBQ,Playground",667 sqft (built up),"The Sail for rent
Various unit available 1,2 & 3 bedrooms
Right in the heart of CBD
Convenient and near MRT, MBFC, MBS
Call now to view all at a go 
Save hassle and time arranging",D01,All races welcome,North,42,Fully Furnished,,Flexible,The Sail @ Marina Bay,1 Bath,1 Bed,Allowed,S$4.65 psf,"S$3,100/mo",https://www.99.co/singapore/rent/property/the-sail-marina-bay-condo-QYFoEgiqKQpktxJpZLmsNe
"Gym,Low Floor,Jacuzzi,Steam Room,Parking,Security,Fun Pool,Aircon,Sofa,Bed,Wading Pool,Playground,Fitness Corner,Washer,Lap Pool,BBQ",484 sqft (built up),"Holland vicinity condo for rent
Various unit available 1,2 & 3 bedrooms
MRT & Amenities nearby
Convenient and near Biopolis & Sciencepark
Call now to view all at a go 
Save hassle and time arranging",D10,All races welcome,South,02,Fully Furnished,Yes,Flexible,The Ford @ Holland,1 Bath,1 Bed,Allowed,S$7.23 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/the-ford-holland-condo-z82TsTPu2zyVVaTX7TSUWB
"Clubhouse,Closet,Gym,Bed,Swimming Pool,Playground,Fitness Corner,Parking,Security,BBQ,Balcony",409 sqft (built up),"One Bedroom Condo for Rent at Suites @ Paya Lebar.

* FREEHOLD PROPERTY
* Nicely Renovated
* Fully Furnished
* Walking Distance to Serangoon MRT Station
* NEX Shopping Mall / Heartland Mall
* Near Amenities & Major Expressways
* Reputable Schools Nearby Eg. Paya Lebar Methodist Girls' School, Maris Stella High School.

Furnished with queen size bed, fridge, kitchen cabinets, sofa, washing machine, TV etc..
No Owner staying in.
Can cook.

Prefer working professionals.
Looking at 2 year lease, no indian, no pets.
Ideal for single or couple.
Have balcony and facing the swimming pool.

Available from March 2019.
Feel free to contact me for viewing
Deborah @93580656
",D19,,,,Fully Furnished,,24 months,Suites @ Paya Lebar,1 Bath,1 Bed,Not Allowed,S$4.52 psf,"S$1,850/mo",https://www.99.co/singapore/rent/property/suites-paya-lebar-condo-MUw7GaUX2GrrQNiZyvjE7F
"Penthouse,Clubhouse,High Ceiling,Stove,Parking,Fridge,Sauna,Jacuzzi,Sea View,Tennis Court,Oven,Dining Room Furniture,Security,Games Room,Dishwasher,Aircon,Closet,Maid Room,Sofa,Bed,Swimming Pool,Dryer,Playground,High Floor,Washer,Bathtub,Gym,BBQ","4,090 sqft (built up)","Penthouse for Rent
★ Designer Decor
★ Fully Furnished, just bring in luggage
★ Available now
★ Convenience to food, entertainment, and recreational outlets
★ Prominent schools and Parkway Parade Shopping mall within immediate vicinity
★ Easily accessible to City or Changi Airport ECP Expressway

Call/Whatapps Yun Yun @ 98335164 for viewing now!",D16,,East,,Fully Furnished,,24 months,The Bayshore,4 Baths,5 Beds,,S$3.55 psf,"S$14,500/mo",https://www.99.co/singapore/rent/property/the-bayshore-condo-FuMZ8SsrvkgUXmaS3zEyk
"Jogging Track,Stove,Parking,Fridge,Sauna,Swimming Pool,Tennis Court,Oven,Dining Room Furniture,Pavilion,Renovated,Aircon,Mini Golf Range,Maid Room,Sofa,Greenery View,Wading Pool,Bed,TV,Utility Room,Jacuzzi,Playground,Top Floor,High Floor,Security,Fibre Ready,Gym,BBQ","1,350 sqft (built up)","The Blossomvale - Spacious 3 bedroom for Rent!!!
Short walking distance from Kings Albert Park MRT!!!

Beautiful Direct Pool View!
Unit is Fully furnished!

1. Size - 1,350sqft, 3 bedroom with maid's room
2. Bright and Breezy
3. Spacious
4. Separate Kitchen
5.  Fully Furnished 
6.  Exclusive lift Access

Great Accessibility & convenience
** Supermarkets  COLD  Storage, NTUC & Giant super market, ,  and shopping malls(Bukit Timah plaza, Beauty Workd centre , The Grandstand), plenty of F&B outlets

***Many  Good schools around

Call Fern Wong@ 8182 9992 for more details",D21,All races welcome,,,,Yes,24 months,The Blossomvale,3 Baths,3 Beds,,S$3.33 psf,"S$4,500/mo",https://www.99.co/singapore/rent/property/the-blossomvale-condo-HKyaj7WKbZBnjvNWxcLxe8
"Function Room,Sky Lounge,Gym,Fridge,Spa Pavilion,Sauna,Tennis Court,Parking,Security,Balcony,City View,Yoga Corner,Pavilion,Aircon,Pool Deck,Bed,Lounge,Swimming Pool,Wading Pool,Playground,Fitness Corner,High Floor,Washer,Sky Terrace",581 sqft (built up),"Soleil @ Sinaran Studio unit on high floor #25
Nice balcony & city view
Near Novena MRT, Malls, amenities & hospital
well connected by highways and minutes to CBD
view before this hot property gets taken!!

for more listings, pls visit 
www.jcjpropmgmtsvs.com

Jerry chen 93878484",D11,All races welcome,South West,25,Fully Furnished,,24 months,Soleil @ Sinaran,1 Bath,Studio,Allowed,S$6.02 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/soleil-sinaran-condo-RWJgthaBJz3ZfM6YJWrGkk
"Stove,Fridge,Squash Court,Tennis Court,Parking,Mid Floor,Security,Balcony,City View,Renovated,Aircon,Swimming Pool,Maid Room,Sofa,Greenery View,Duplex / Maisonette,Wading Pool,Bed,TV,Utility Room,Playground,Dining Room Furniture,Washer,Bathtub,Gym,BBQ","1,884 sqft (built up)","** LAKEPOINT CONDO FOR RENT ** 

- MOVE IN 1ST DECEMBER 2018. 
- 1,884 sf. 
- 2 STOREY MANSIONETTE.
- 4 BEDROOMS + 3 TOILETS + BALCONY.
- SPACIOUS LIVING AND DINING HALL & BALCONY ON 1ST FLR. 
- COMES WITH HELPER'S ROOM & A STORE ROOM. 
- MID FLOOR. 
- NEWLY RENOVATED. 
- CLEAN & BRIGHT UNIT.
- WELL MAINTAINED UNIT! 
- FULLY FURNISHED ONLY. 

SERIOUS TENANTS OR AGENTS, PLS CALL 96780025 FOR VIEWING APPOINTMENT.",D22,,,,Fully Furnished,,24 months,Lakepoint Condominium,3 Baths,4 Beds,,S$1.91 psf,"S$3,600/mo",https://www.99.co/singapore/rent/property/lakepoint-condominium-condo-ZbHxs2Cqo5QFhmqu7CbJS4
"Aircon,Fridge,Swimming Pool,Wading Pool,Tennis Court,Parking,Security,Balcony","1,658 sqft (built up)","4 bedder for rent

spacious living n dinning

have maid room n maid toilet

proper kitchen

store room

all 4 sizable bedrooms

2 r ensuites

partial furnished with dinning set

contact lucas chen 91051360 for viewing now!

Limau Park is a freehold condominium development located at 22 - 36C, Jalan Limau Bali (S)468493 in District 16 near Tanah Merah MRT station. Completed in 1991, it comprises 32 units. It is located in the vicinity of Bedok Court and Bedok South Secondary. Condo Facilities at Limau Park Limau Park has full condo facilities which include swimming pool, tennis courts, carparking and 24-hr security. Condo Amenities near Limau Park Limau Park is located just minutes drive away from Parkway Parade Shopping Centre, where a host of amenities are readily available, such as retail outlets, supermarkets, restaurants and eating establishments, banks, and other entertainment facilities. There are schools located in the vicinity, such as Bedok South Secondary and Bedok View Secondary. Recreational facilities nearby include the National Sailing Centre and East Coast Park which is just a short drive away. For vehicle owners, travelling to the business hub from Limau Park takes just above 15 minutes, via Upper East Coast Road.",D16,,,,Partially Furnished,,24 months,Limau Park,4 Baths,4 Beds,,S$2.11 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/limau-park-condo-7V99LL4wKyYsoe6Qoh5JtH
"Aircon,TV,Pool Deck,Fridge,Bed,Swimming Pool,Jacuzzi,Fitness Corner,Parking,Washer,Security,BBQ,Balcony",624 sqft (built up),"2 bedder for rent

available lst aug

contact Lucas Chen 91051360 now for viewing!

Jupiter 18 is a freehold condominium located at 18, Lorong 102 Changi, 426608 in District 15 Joo Chiat. It comprises of 53units. Jupiter 18 is close to Eunos MRT Station and Paya Lebar MRT Station. It is due to be completed in 2013. Schools close to Jupiter 18 include, Haig Girls&#39; and Telok Kurau Secondary. 

Facilities in Jupiter 18 

Facilities at Jupiter 18 include adventure park,BBQ pits, fitness corner, gymnasium,function room, game room, swimming pool, spa, pool deck, wading pool, lap pool, jacuzzi, playground, reflexology path, covered car park, open car park and 24 hours security. 

Amenities near Jupiter 18 

Residents at Jupiter 18 can get to nearby supermarkets or shopping mall within the area for an array of amenities such as grocery and retail shopping, banks, eateries and more. 

Jupiter 18 is near to Ras Minimart and Ferdouze Minimart. It is also close to Tanjong Katong Complex and City Plaza. 

Vehicle owners can take Sims Avenue, Still Road, Pan Island Expressway (PIE)and East Coast Parkway (ECP) to get to the business hub or shopping district in the city.",,,,,Fully Furnished,,24 months,Jupiter 18,2 Baths,2 Beds,,S$3.85 psf,"S$2,400/mo",https://www.99.co/singapore/rent/property/jupiter-18-condo-hrBffuormgfE37sF4givGH
